"","SiteStationYear","year","stationNumber","NEWloc","exp","siteNumber","meanshootlg","SLnbPIED","nbframe","BUBsum","BUBnbPIED","dens","propBUB","vac01","Count","SL01","BUBprop","BUBsum01","region","yearc"
"3983","3NOB_6_2009",2009,6,"3NO","B","3NOB",14.6428571428571,14,1,6,14,1,0.428571428571429,1,8,1,0.428571428571429,1,"Telemark",2009
"3984","3NOB_6_2011",2011,6,"3NO","B","3NOB",14.6470588235294,17,1,11,17,1,0.647058823529412,1,7,1,0.647058823529412,1,"Telemark",2011
"3985","3NOB_6_2013",2013,6,"3NO","B","3NOB",12.25,16,1,0,16,1,0,1,10,1,0,0,"Telemark",2013
"3986","3NOB_6_2015",2015,6,"3NO","B","3NOB",14.4,10,1,2,10,1,0.2,1,3,1,0.2,1,"Telemark",2015
"3987","3NOB_6_2017",2017,6,"3NO","B","3NOB",15.8333333333333,18,1,1,18,1,0.0555555555555556,1,12,1,0.0555555555555556,1,"Telemark",2017
"3988","3NOB_6_2019",2019,6,"3NO","B","3NOB",14.3333333333333,15,1,0,15,1,0,1,14,1,0,0,"Telemark",2019
"3989","3NOB_6_2022",2022,6,"3NO","B","3NOB",16.2666666666667,15,1,2,15,1,0.133333333333333,1,38,1,0.133333333333333,1,"Telemark",2022
"3990","3NOB_7_2009",2009,7,"3NO","B","3NOB",11,10,74,1,10,0.0135135135135135,0.1,0,0,1,0.1,1,"Telemark",2009
"3991","3NOB_7_2011",2011,7,"3NO","B","3NOB",8.5625,16,2,5,16,0.5,0.3125,0,0,1,0.3125,1,"Telemark",2011
"3992","3NOB_7_2013",2013,7,"3NO","B","3NOB",8.45454545454546,11,8,0,11,0.125,0,1,1,1,0,0,"Telemark",2013
"3993","3NOB_7_2015",2015,7,"3NO","B","3NOB",9,10,24,3,10,0.0416666666666667,0.3,1,2,1,0.3,1,"Telemark",2015
"3994","3NOB_7_2017",2017,7,"3NO","B","3NOB",10.1,10,4,0,10,0.25,0,1,2,1,0,0,"Telemark",2017
"3995","3NOB_7_2019",2019,7,"3NO","B","3NOB",4.36363636363636,11,14,0,11,0.0714285714285714,0,1,4,1,0,0,"Telemark",2019
"3996","3NOB_7_2022",2022,7,"3NO","B","3NOB",10.5384615384615,13,2,2,13,0.5,0.153846153846154,1,6,1,0.153846153846154,1,"Telemark",2022
"3997","3NOB_8_2009",2009,8,"3NO","B","3NOB",7.2,10,7,0,10,0.142857142857143,0,1,1,1,0,0,"Telemark",2009
"3998","3NOB_8_2011",2011,8,"3NO","B","3NOB",8.61538461538461,13,5,3,13,0.2,0.230769230769231,1,2,1,0.230769230769231,1,"Telemark",2011
"3999","3NOB_8_2013",2013,8,"3NO","B","3NOB",8.7,10,5,0,10,0.2,0,1,2,1,0,0,"Telemark",2013
"4000","3NOB_8_2015",2015,8,"3NO","B","3NOB",8.83333333333333,12,6,2,12,0.166666666666667,0.166666666666667,1,1,1,0.166666666666667,1,"Telemark",2015
"4001","3NOB_8_2017",2017,8,"3NO","B","3NOB",13.6923076923077,13,3,0,13,0.333333333333333,0,1,9,1,0,0,"Telemark",2017
"4002","3NOB_8_2019",2019,8,"3NO","B","3NOB",14.7,10,6,0,10,0.166666666666667,0,1,5,1,0,0,"Telemark",2019
"4003","3NOB_8_2022",2022,8,"3NO","B","3NOB",22.0833333333333,12,6,1,12,0.166666666666667,0.0833333333333333,1,11,1,0.0833333333333333,1,"Telemark",2022
"4004","3NOB_9_2009",2009,9,"3NO","B","3NOB",10.2,10,3,5,10,0.333333333333333,0.5,1,3,1,0.5,1,"Telemark",2009
"4005","3NOB_9_2011",2011,9,"3NO","B","3NOB",4.54545454545455,11,1,3,11,1,0.272727272727273,1,1,1,0.272727272727273,1,"Telemark",2011
"4006","3NOB_9_2013",2013,9,"3NO","B","3NOB",9.82352941176471,17,4,0,17,0.25,0,1,1,1,0,0,"Telemark",2013
"4007","3NOB_9_2015",2015,9,"3NO","B","3NOB",11.9090909090909,11,4,3,11,0.25,0.272727272727273,1,1,1,0.272727272727273,1,"Telemark",2015
"4008","3NOB_9_2017",2017,9,"3NO","B","3NOB",12.4545454545455,11,3,0,11,0.333333333333333,0,1,4,1,0,0,"Telemark",2017
"4009","3NOB_9_2019",2019,9,"3NO","B","3NOB",9.27272727272727,11,2,0,11,0.5,0,0,0,1,0,0,"Telemark",2019
"4010","3NOB_9_2022",2022,9,"3NO","B","3NOB",18,17,2,0,17,0.5,0,1,10,1,0,0,"Telemark",2022
"4011","3NOUB_1_2009",2009,1,"3NO","UB","3NOUB",10.2,10,3,3,10,0.333333333333333,0.3,1,39,1,0.3,1,"Telemark",2009
"4012","3NOUB_1_2011",2011,1,"3NO","UB","3NOUB",11.85,20,2,5,20,0.5,0.25,1,16,1,0.25,1,"Telemark",2011
"4013","3NOUB_1_2013",2013,1,"3NO","UB","3NOUB",15.0909090909091,11,2,0,11,0.5,0,1,43,1,0,0,"Telemark",2013
"4014","3NOUB_1_2015",2015,1,"3NO","UB","3NOUB",19.6666666666667,15,3,1,15,0.333333333333333,0.0666666666666667,1,39,1,0.0666666666666667,1,"Telemark",2015
"4015","3NOUB_1_2017",2017,1,"3NO","UB","3NOUB",20.5833333333333,12,1,0,12,1,0,1,74,1,0,0,"Telemark",2017
"4016","3NOUB_1_2019",2019,1,"3NO","UB","3NOUB",18.4166666666667,12,3,0,12,0.333333333333333,0,1,38,1,0,0,"Telemark",2019
"4017","3NOUB_1_2022",2022,1,"3NO","UB","3NOUB",15.3333333333333,12,5,0,12,0.2,0,1,49,1,0,0,"Telemark",2022
"4018","3NOUB_10_2009",2009,10,"3NO","UB","3NOUB",8,17,4,4,17,0.25,0.235294117647059,1,18,1,0.235294117647059,1,"Telemark",2009
"4019","3NOUB_10_2011",2011,10,"3NO","UB","3NOUB",7.27272727272727,11,3,2,11,0.333333333333333,0.181818181818182,1,13,1,0.181818181818182,1,"Telemark",2011
"4020","3NOUB_10_2013",2013,10,"3NO","UB","3NOUB",9.46153846153846,13,2,0,13,0.5,0,1,25,1,0,0,"Telemark",2013
"4021","3NOUB_10_2015",2015,10,"3NO","UB","3NOUB",7.15384615384615,13,2,2,13,0.5,0.153846153846154,1,9,1,0.153846153846154,1,"Telemark",2015
"4022","3NOUB_10_2017",2017,10,"3NO","UB","3NOUB",21.8461538461538,13,2,0,13,0.5,0,1,79,1,0,0,"Telemark",2017
"4023","3NOUB_10_2019",2019,10,"3NO","UB","3NOUB",9.06666666666667,15,3,0,15,0.333333333333333,0,1,34,1,0,0,"Telemark",2019
"4024","3NOUB_10_2022",2022,10,"3NO","UB","3NOUB",12.6875,16,3,0,16,0.333333333333333,0,1,34,1,0,0,"Telemark",2022
"4025","3NOUB_2_2009",2009,2,"3NO","UB","3NOUB",6,10,2,3,10,0.5,0.3,1,2,1,0.3,1,"Telemark",2009
"4026","3NOUB_2_2011",2011,2,"3NO","UB","3NOUB",4.30769230769231,13,2,3,13,0.5,0.230769230769231,1,3,1,0.230769230769231,1,"Telemark",2011
"4027","3NOUB_2_2013",2013,2,"3NO","UB","3NOUB",6.8,15,2,0,15,0.5,0,1,2,1,0,0,"Telemark",2013
"4028","3NOUB_2_2015",2015,2,"3NO","UB","3NOUB",7.2,10,2,0,10,0.5,0,1,9,1,0,0,"Telemark",2015
"4029","3NOUB_2_2017",2017,2,"3NO","UB","3NOUB",9.14285714285714,14,3,0,14,0.333333333333333,0,1,10,1,0,0,"Telemark",2017
"4030","3NOUB_2_2019",2019,2,"3NO","UB","3NOUB",4.81818181818182,11,2,0,11,0.5,0,1,8,1,0,0,"Telemark",2019
"4031","3NOUB_2_2022",2022,2,"3NO","UB","3NOUB",12.6666666666667,15,4,0,15,0.25,0,1,5,1,0,0,"Telemark",2022
"4032","3NOUB_3_2009",2009,3,"3NO","UB","3NOUB",7.6,10,4,2,10,0.25,0.2,1,21,1,0.2,1,"Telemark",2009
"4033","3NOUB_3_2011",2011,3,"3NO","UB","3NOUB",11.85,20,2,5,20,0.5,0.25,1,19,1,0.25,1,"Telemark",2011
"4034","3NOUB_3_2013",2013,3,"3NO","UB","3NOUB",12.5555555555556,18,3,0,18,0.333333333333333,0,1,53,1,0,0,"Telemark",2013
"4035","3NOUB_3_2015",2015,3,"3NO","UB","3NOUB",12.6,15,4,1,15,0.25,0.0666666666666667,1,36,1,0.0666666666666667,1,"Telemark",2015
"4036","3NOUB_3_2017",2017,3,"3NO","UB","3NOUB",18.1,10,3,0,10,0.333333333333333,0,1,39,1,0,0,"Telemark",2017
"4037","3NOUB_3_2019",2019,3,"3NO","UB","3NOUB",10,11,3,0,11,0.333333333333333,0,1,21,1,0,0,"Telemark",2019
"4038","3NOUB_3_2022",2022,3,"3NO","UB","3NOUB",19.5,14,1,0,14,1,0,1,49,1,0,0,"Telemark",2022
"4039","3NOUB_4_2009",2009,4,"3NO","UB","3NOUB",8,14,4,3,14,0.25,0.214285714285714,1,11,1,0.214285714285714,1,"Telemark",2009
"4040","3NOUB_4_2011",2011,4,"3NO","UB","3NOUB",8.86666666666667,15,1,8,15,1,0.533333333333333,1,6,1,0.533333333333333,1,"Telemark",2011
"4041","3NOUB_4_2013",2013,4,"3NO","UB","3NOUB",11,18,3,0,18,0.333333333333333,0,1,25,1,0,0,"Telemark",2013
"4042","3NOUB_4_2015",2015,4,"3NO","UB","3NOUB",10.5,14,4,1,14,0.25,0.0714285714285714,1,10,1,0.0714285714285714,1,"Telemark",2015
"4043","3NOUB_4_2017",2017,4,"3NO","UB","3NOUB",11.4545454545455,11,3,0,11,0.333333333333333,0,1,14,1,0,0,"Telemark",2017
"4044","3NOUB_4_2019",2019,4,"3NO","UB","3NOUB",8.83333333333333,12,3,0,12,0.333333333333333,0,1,7,1,0,0,"Telemark",2019
"4045","3NOUB_4_2022",2022,4,"3NO","UB","3NOUB",18.6153846153846,13,3,0,13,0.333333333333333,0,1,16,1,0,0,"Telemark",2022
"4046","3NOUB_5_2009",2009,5,"3NO","UB","3NOUB",9.13333333333333,15,2,2,15,0.5,0.133333333333333,1,24,1,0.133333333333333,1,"Telemark",2009
"4047","3NOUB_5_2011",2011,5,"3NO","UB","3NOUB",18.8095238095238,21,1,5,21,1,0.238095238095238,1,20,1,0.238095238095238,1,"Telemark",2011
"4048","3NOUB_5_2013",2013,5,"3NO","UB","3NOUB",13.1538461538462,13,1,0,13,1,0,1,72,1,0,0,"Telemark",2013
"4049","3NOUB_5_2015",2015,5,"3NO","UB","3NOUB",16.3333333333333,15,2,5,15,0.5,0.333333333333333,1,21,1,0.333333333333333,1,"Telemark",2015
"4050","3NOUB_5_2017",2017,5,"3NO","UB","3NOUB",16,14,1,0,14,1,0,1,56,1,0,0,"Telemark",2017
"4051","3NOUB_5_2019",2019,5,"3NO","UB","3NOUB",10,13,1,0,13,1,0,1,16,1,0,0,"Telemark",2019
"4052","3NOUB_5_2022",2022,5,"3NO","UB","3NOUB",16.8,10,1,0,10,1,0,1,20,1,0,0,"Telemark",2022
"4053","3NOUB_6_2009",2009,6,"3NO","UB","3NOUB",10.6923076923077,13,2,7,13,0.5,0.538461538461538,1,24,1,0.538461538461538,1,"Telemark",2009
"4054","3NOUB_6_2011",2011,6,"3NO","UB","3NOUB",5.66666666666667,15,1,4,15,1,0.266666666666667,1,12,1,0.266666666666667,1,"Telemark",2011
"4055","3NOUB_6_2013",2013,6,"3NO","UB","3NOUB",8.27272727272727,11,1,0,11,1,0,1,26,1,0,0,"Telemark",2013
"4056","3NOUB_6_2015",2015,6,"3NO","UB","3NOUB",14.6153846153846,13,2,3,13,0.5,0.230769230769231,1,23,1,0.230769230769231,1,"Telemark",2015
"4057","3NOUB_6_2017",2017,6,"3NO","UB","3NOUB",18.0769230769231,13,2,0,13,0.5,0,1,56,1,0,0,"Telemark",2017
"4058","3NOUB_6_2019",2019,6,"3NO","UB","3NOUB",14,15,2,0,14,0.5,0,1,31,1,0,0,"Telemark",2019
"4059","3NOUB_6_2022",2022,6,"3NO","UB","3NOUB",17.8461538461538,13,1,0,13,1,0,1,26,1,0,0,"Telemark",2022
"4060","3NOUB_7_2009",2009,7,"3NO","UB","3NOUB",8.33333333333333,12,3,0,12,0.333333333333333,0,1,12,1,0,0,"Telemark",2009
"4061","3NOUB_7_2011",2011,7,"3NO","UB","3NOUB",7,18,4,3,18,0.25,0.166666666666667,1,11,1,0.166666666666667,1,"Telemark",2011
"4062","3NOUB_7_2013",2013,7,"3NO","UB","3NOUB",12.875,16,2,0,16,0.5,0,1,16,1,0,0,"Telemark",2013
"4063","3NOUB_7_2015",2015,7,"3NO","UB","3NOUB",9.4,10,3,0,10,0.333333333333333,0,1,8,1,0,0,"Telemark",2015
"4064","3NOUB_7_2017",2017,7,"3NO","UB","3NOUB",13.3636363636364,11,3,0,11,0.333333333333333,0,1,21,1,0,0,"Telemark",2017
"4065","3NOUB_7_2019",2019,7,"3NO","UB","3NOUB",8.85714285714286,14,2,0,13,0.5,0,1,16,1,0,0,"Telemark",2019
"4066","3NOUB_7_2022",2022,7,"3NO","UB","3NOUB",9.1875,16,2,0,16,0.5,0,1,33,1,0,0,"Telemark",2022
"4067","3NOUB_8_2009",2009,8,"3NO","UB","3NOUB",5.30769230769231,13,8,1,13,0.125,0.0769230769230769,1,9,1,0.0769230769230769,1,"Telemark",2009
"4068","3NOUB_8_2011",2011,8,"3NO","UB","3NOUB",4.5,22,4,8,22,0.25,0.363636363636364,1,4,1,0.363636363636364,1,"Telemark",2011
"4069","3NOUB_8_2013",2013,8,"3NO","UB","3NOUB",9.33333333333333,12,3,0,12,0.333333333333333,0,1,5,1,0,0,"Telemark",2013
"4070","3NOUB_8_2015",2015,8,"3NO","UB","3NOUB",7.07692307692308,13,4,3,13,0.25,0.230769230769231,1,6,1,0.230769230769231,1,"Telemark",2015
"4071","3NOUB_8_2017",2017,8,"3NO","UB","3NOUB",15.3636363636364,11,2,0,10,0.5,0,1,14,1,0,0,"Telemark",2017
"4072","3NOUB_8_2019",2019,8,"3NO","UB","3NOUB",11.3,10,2,0,10,0.5,0,1,16,1,0,0,"Telemark",2019
"4073","3NOUB_8_2022",2022,8,"3NO","UB","3NOUB",14.9411764705882,17,2,0,17,0.5,0,1,48,1,0,0,"Telemark",2022
"4074","3NOUB_9_2009",2009,9,"3NO","UB","3NOUB",6.90909090909091,11,2,1,11,0.5,0.0909090909090909,1,2,1,0.0909090909090909,1,"Telemark",2009
"4075","3NOUB_9_2011",2011,9,"3NO","UB","3NOUB",5.61538461538461,13,1,5,13,1,0.384615384615385,1,9,1,0.384615384615385,1,"Telemark",2011
"4076","3NOUB_9_2013",2013,9,"3NO","UB","3NOUB",10,12,1,0,12,1,0,1,19,1,0,0,"Telemark",2013
"4077","3NOUB_9_2015",2015,9,"3NO","UB","3NOUB",9,12,2,0,12,0.5,0,1,8,1,0,0,"Telemark",2015
"4078","3NOUB_9_2017",2017,9,"3NO","UB","3NOUB",15.2666666666667,15,1,0,15,1,0,1,28,1,0,0,"Telemark",2017
"4079","3NOUB_9_2019",2019,9,"3NO","UB","3NOUB",7.35294117647059,17,2,0,10,0.5,0,1,12,1,0,0,"Telemark",2019
"4080","3NOUB_9_2022",2022,9,"3NO","UB","3NOUB",16.4285714285714,14,1,2,14,1,0.142857142857143,1,13,1,0.142857142857143,1,"Telemark",2022
"4081","4DRB_1_2009",2009,1,"4DR","B","4DRB",8.7,10,2,1,10,0.5,0.1,1,7,1,0.1,1,"Telemark",2009
"4082","4DRB_1_2011",2011,1,"4DR","B","4DRB",6.64705882352941,17,1,2,17,1,0.117647058823529,1,7,1,0.117647058823529,1,"Telemark",2011
"4083","4DRB_1_2013",2013,1,"4DR","B","4DRB",11.8181818181818,11,1,0,11,1,0,1,25,1,0,0,"Telemark",2013
"4084","4DRB_1_2015",2015,1,"4DR","B","4DRB",13.6923076923077,13,3,0,13,0.333333333333333,0,1,16,1,0,0,"Telemark",2015
"4085","4DRB_1_2017",2017,1,"4DR","B","4DRB",13.3333333333333,12,2,3,11,0.5,0.272727272727273,1,15,1,0.272727272727273,1,"Telemark",2017
"4086","4DRB_1_2019",2019,1,"4DR","B","4DRB",12.2666666666667,15,2,0,15,0.5,0,1,21,1,0,0,"Telemark",2019
"4087","4DRB_1_2022",2022,1,"4DR","B","4DRB",7.1,10,1,0,10,1,0,1,15,1,0,0,"Telemark",2022
"4088","4DRB_10_2009",2009,10,"4DR","B","4DRB",7.66666666666667,15,7,0,15,0.142857142857143,0,1,8,1,0,0,"Telemark",2009
"4089","4DRB_10_2011",2011,10,"4DR","B","4DRB",7.07692307692308,13,1,2,13,1,0.153846153846154,1,3,1,0.153846153846154,1,"Telemark",2011
"4090","4DRB_10_2013",2013,10,"4DR","B","4DRB",8.16666666666667,12,3,0,12,0.333333333333333,0,1,6,1,0,0,"Telemark",2013
"4091","4DRB_10_2015",2015,10,"4DR","B","4DRB",6.25,12,4,0,12,0.25,0,1,2,1,0,0,"Telemark",2015
"4092","4DRB_10_2017",2017,10,"4DR","B","4DRB",6.91666666666667,12,3,0,12,0.333333333333333,0,1,2,1,0,0,"Telemark",2017
"4093","4DRB_10_2019",2019,10,"4DR","B","4DRB",6,13,2,0,13,0.5,0,1,1,1,0,0,"Telemark",2019
"4094","4DRB_10_2022",2022,10,"4DR","B","4DRB",10.7,10,4,0,10,0.25,0,1,2,1,0,0,"Telemark",2022
"4095","4DRB_2_2009",2009,2,"4DR","B","4DRB",7.72727272727273,11,2,0,11,0.5,0,1,13,1,0,0,"Telemark",2009
"4096","4DRB_2_2011",2011,2,"4DR","B","4DRB",6.46153846153846,13,1,1,13,1,0.0769230769230769,1,23,1,0.0769230769230769,1,"Telemark",2011
"4097","4DRB_2_2013",2013,2,"4DR","B","4DRB",12.9230769230769,13,1,1,13,1,0.0769230769230769,1,28,1,0.0769230769230769,1,"Telemark",2013
"4098","4DRB_2_2015",2015,2,"4DR","B","4DRB",11.6153846153846,13,4,0,13,0.25,0,1,14,1,0,0,"Telemark",2015
"4099","4DRB_2_2017",2017,2,"4DR","B","4DRB",12.5,10,8,0,10,0.125,0,1,5,1,0,0,"Telemark",2017
"4100","4DRB_2_2019",2019,2,"4DR","B","4DRB",5.21428571428571,14,2,0,14,0.5,0,1,1,1,0,0,"Telemark",2019
"4101","4DRB_2_2022",2022,2,"4DR","B","4DRB",7.7,10,8,1,10,0.125,0.1,1,7,1,0.1,1,"Telemark",2022
"4102","4DRB_3_2009",2009,3,"4DR","B","4DRB",12.0909090909091,11,5,1,11,0.2,0.0909090909090909,1,19,1,0.0909090909090909,1,"Telemark",2009
"4103","4DRB_3_2011",2011,3,"4DR","B","4DRB",9.69230769230769,13,1,2,13,1,0.153846153846154,1,23,1,0.153846153846154,1,"Telemark",2011
"4104","4DRB_3_2013",2013,3,"4DR","B","4DRB",17.6363636363636,11,4,0,11,0.25,0,1,46,1,0,0,"Telemark",2013
"4105","4DRB_3_2015",2015,3,"4DR","B","4DRB",21,10,3,0,10,0.333333333333333,0,1,28,1,0,0,"Telemark",2015
"4106","4DRB_3_2017",2017,3,"4DR","B","4DRB",16.6153846153846,13,3,1,13,0.333333333333333,0.0769230769230769,1,38,1,0.0769230769230769,1,"Telemark",2017
"4107","4DRB_3_2019",2019,3,"4DR","B","4DRB",15.8333333333333,12,7,0,12,0.142857142857143,0,1,20,1,0,0,"Telemark",2019
"4108","4DRB_3_2022",2022,3,"4DR","B","4DRB",7.3,10,2,0,10,0.5,0,1,17,1,0,0,"Telemark",2022
"4109","4DRB_4_2009",2009,4,"4DR","B","4DRB",7.45454545454545,11,13,1,11,0.0769230769230769,0.0909090909090909,1,4,1,0.0909090909090909,1,"Telemark",2009
"4110","4DRB_4_2011",2011,4,"4DR","B","4DRB",5.7,10,10,2,10,0.1,0.2,1,1,1,0.2,1,"Telemark",2011
"4111","4DRB_4_2013",2013,4,"4DR","B","4DRB",7.07692307692308,13,7,0,13,0.142857142857143,0,1,2,1,0,0,"Telemark",2013
"4112","4DRB_4_2015",2015,4,"4DR","B","4DRB",6,10,7,0,10,0.142857142857143,0,1,2,1,0,0,"Telemark",2015
"4113","4DRB_4_2017",2017,4,"4DR","B","4DRB",9.83333333333333,12,2,0,12,0.5,0,1,3,1,0,0,"Telemark",2017
"4114","4DRB_4_2019",2019,4,"4DR","B","4DRB",7.09090909090909,11,4,0,11,0.25,0,1,3,1,0,0,"Telemark",2019
"4115","4DRB_4_2022",2022,4,"4DR","B","4DRB",7.72727272727273,11,6,0,11,0.166666666666667,0,1,2,1,0,0,"Telemark",2022
"4116","4DRB_5_2009",2009,5,"4DR","B","4DRB",11.7333333333333,15,3,5,15,0.333333333333333,0.333333333333333,1,25,1,0.333333333333333,1,"Telemark",2009
"4117","4DRB_5_2011",2011,5,"4DR","B","4DRB",17.8823529411765,17,1,4,17,1,0.235294117647059,1,31,1,0.235294117647059,1,"Telemark",2011
"4118","4DRB_5_2013",2013,5,"4DR","B","4DRB",14.7,10,2,0,10,0.5,0,1,42,1,0,0,"Telemark",2013
"4119","4DRB_5_2015",2015,5,"4DR","B","4DRB",16.1,10,2,0,10,0.5,0,1,37,1,0,0,"Telemark",2015
"4120","4DRB_5_2017",2017,5,"4DR","B","4DRB",12.2142857142857,14,2,1,14,0.5,0.0714285714285714,1,19,1,0.0714285714285714,1,"Telemark",2017
"4121","4DRB_5_2019",2019,5,"4DR","B","4DRB",11.6,10,1,0,10,1,0,1,35,1,0,0,"Telemark",2019
"4122","4DRB_5_2022",2022,5,"4DR","B","4DRB",9.64285714285714,14,3,0,14,0.333333333333333,0,1,31,1,0,0,"Telemark",2022
"4123","4DRB_6_2009",2009,6,"4DR","B","4DRB",4.6,10,4,2,10,0.25,0.2,1,1,1,0.2,1,"Telemark",2009
"4124","4DRB_6_2011",2011,6,"4DR","B","4DRB",4.90909090909091,11,1,0,11,1,0,1,7,1,0,0,"Telemark",2011
"4125","4DRB_6_2013",2013,6,"4DR","B","4DRB",10.6,10,2,0,10,0.5,0,1,12,1,0,0,"Telemark",2013
"4126","4DRB_6_2015",2015,6,"4DR","B","4DRB",10.4615384615385,13,3,0,13,0.333333333333333,0,1,8,1,0,0,"Telemark",2015
"4127","4DRB_6_2017",2017,6,"4DR","B","4DRB",13.3333333333333,12,1,0,12,1,0,1,5,1,0,0,"Telemark",2017
"4128","4DRB_6_2019",2019,6,"4DR","B","4DRB",7.33333333333333,15,2,0,15,0.5,0,1,2,1,0,0,"Telemark",2019
"4129","4DRB_6_2022",2022,6,"4DR","B","4DRB",12.3,10,4,0,10,0.25,0,1,4,1,0,0,"Telemark",2022
"4130","4DRB_7_2009",2009,7,"4DR","B","4DRB",8.3,10,7,1,10,0.142857142857143,0.1,0,0,1,0.1,1,"Telemark",2009
"4131","4DRB_7_2011",2011,7,"4DR","B","4DRB",8.15384615384615,13,1,0,13,1,0,1,7,1,0,0,"Telemark",2011
"4132","4DRB_7_2013",2013,7,"4DR","B","4DRB",14.25,12,25,0,12,0.04,0,1,49,1,0,0,"Telemark",2013
"4133","4DRB_7_2015",2015,7,"4DR","B","4DRB",20.6,10,3,0,10,0.333333333333333,0,1,19,1,0,0,"Telemark",2015
"4134","4DRB_7_2017",2017,7,"4DR","B","4DRB",20.8571428571429,14,3,0,14,0.333333333333333,0,1,17,1,0,0,"Telemark",2017
"4135","4DRB_7_2019",2019,7,"4DR","B","4DRB",16.4285714285714,14,NA,0,14,NA,0,1,14,1,0,0,"Telemark",2019
"4136","4DRB_7_2022",2022,7,"4DR","B","4DRB",14.0833333333333,12,2,0,12,0.5,0,1,13,1,0,0,"Telemark",2022
"4137","4DRB_8_2009",2009,8,"4DR","B","4DRB",7.81818181818182,11,8,0,11,0.125,0,1,5,1,0,0,"Telemark",2009
"4138","4DRB_8_2011",2011,8,"4DR","B","4DRB",6.06666666666667,15,3,4,15,0.333333333333333,0.266666666666667,0,0,1,0.266666666666667,1,"Telemark",2011
"4139","4DRB_8_2013",2013,8,"4DR","B","4DRB",9.54545454545454,11,3,0,11,0.333333333333333,0,1,1,1,0,0,"Telemark",2013
"4140","4DRB_8_2015",2015,8,"4DR","B","4DRB",7.81818181818182,11,4,0,11,0.25,0,1,1,1,0,0,"Telemark",2015
"4141","4DRB_8_2017",2017,8,"4DR","B","4DRB",6.8,10,15,0,10,0.0666666666666667,0,0,0,1,0,0,"Telemark",2017
"4142","4DRB_8_2019",2019,8,"4DR","B","4DRB",7.1,10,21,0,10,0.0476190476190476,0,0,0,1,0,0,"Telemark",2019
"4143","4DRB_8_2022",2022,8,"4DR","B","4DRB",8.5,10,16,0,10,0.0625,0,1,1,1,0,0,"Telemark",2022
"4144","4DRB_9_2009",2009,9,"4DR","B","4DRB",5.33333333333333,12,9,1,12,0.111111111111111,0.0833333333333333,1,1,1,0.0833333333333333,1,"Telemark",2009
"4145","4DRB_9_2011",2011,9,"4DR","B","4DRB",5.41666666666667,12,5,5,12,0.2,0.416666666666667,1,4,1,0.416666666666667,1,"Telemark",2011
"4146","4DRB_9_2013",2013,9,"4DR","B","4DRB",5.63636363636364,11,14,0,11,0.0714285714285714,0,0,0,1,0,0,"Telemark",2013
"4147","4DRB_9_2015",2015,9,"4DR","B","4DRB",7.4,10,50,0,10,0.02,0,0,0,1,0,0,"Telemark",2015
"4148","4DRB_9_2017",2017,9,"4DR","B","4DRB",7.90909090909091,11,30,0,11,0.0333333333333333,0,0,0,1,0,0,"Telemark",2017
"4149","4DRB_9_2019",2019,9,"4DR","B","4DRB",7.7,10,15,0,7,0.0666666666666667,0,0,0,1,0,0,"Telemark",2019
"4150","4DRB_9_2022",2022,9,"4DR","B","4DRB",6.6,10,25,0,10,0.04,0,0,0,1,0,0,"Telemark",2022
"4151","4DRUB_1_2009",2009,1,"4DR","UB","4DRUB",7.38461538461539,13,7,0,13,0.142857142857143,0,1,5,1,0,0,"Telemark",2009
"4152","4DRUB_1_2011",2011,1,"4DR","UB","4DRUB",5,11,3,0,11,0.333333333333333,0,1,1,1,0,0,"Telemark",2011
"4153","4DRUB_1_2013",2013,1,"4DR","UB","4DRUB",7.9,10,5,0,10,0.2,0,1,2,1,0,0,"Telemark",2013
"4154","4DRUB_1_2015",2015,1,"4DR","UB","4DRUB",9,10,4,0,10,0.25,0,1,3,1,0,0,"Telemark",2015
"4155","4DRUB_1_2017",2017,1,"4DR","UB","4DRUB",9.36363636363636,11,4,1,11,0.25,0.0909090909090909,1,3,1,0.0909090909090909,1,"Telemark",2017
"4156","4DRUB_1_2019",2019,1,"4DR","UB","4DRUB",10.8,10,16,2,10,0.0625,0.2,1,4,1,0.2,1,"Telemark",2019
"4157","4DRUB_1_2022",2022,1,"4DR","UB","4DRUB",11.9,10,5,0,10,0.2,0,1,8,1,0,0,"Telemark",2022
"4158","4DRUB_10_2009",2009,10,"4DR","UB","4DRUB",10.3846153846154,13,3,1,13,0.333333333333333,0.0769230769230769,1,6,1,0.0769230769230769,1,"Telemark",2009
"4159","4DRUB_10_2011",2011,10,"4DR","UB","4DRUB",8.3,10,1,3,10,1,0.3,1,4,1,0.3,1,"Telemark",2011
"4160","4DRUB_10_2013",2013,10,"4DR","UB","4DRUB",9.5,10,21,0,10,0.0476190476190476,0,1,4,1,0,0,"Telemark",2013
"4161","4DRUB_10_2015",2015,10,"4DR","UB","4DRUB",19.2,5,74,0,5,0.0135135135135135,0,0,0,1,0,0,"Telemark",2015
"4162","4DRUB_10_2017",2017,10,"4DR","UB","4DRUB",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Telemark",2017
"4163","4DRUB_10_2019",2019,10,"4DR","UB","4DRUB",NA,NA,125,NA,NA,0,NA,0,0,0,NA,NA,"Telemark",2019
"4164","4DRUB_10_2022",2022,10,"4DR","UB","4DRUB",0,1,125,0,1,0.008,0,0,0,1,0,0,"Telemark",2022
